"state","county","clinton_pctvotes","trump_pctvotes","obama_pctvotes","pct_pop65","pct_black","pct_white","pct_hispanic","pct_asian","highschool","bachelors","income","trump_win"
"LA","East Carroll Parish",62.54,36.03,66.31,13.3,67.5,30.3,2.3,0.6,65.8,9.2,25.321,0
"LA","East Feliciana Parish",42.17,55.46,45.53,15.9,44.1,53.7,1.4,0.4,80.5,13,47.225,1
"LA","Evangeline Parish",28.28,69.61,33.81,14.3,28.4,69.7,2.5,0.5,67.8,11.4,31.832,1
"LA","Franklin Parish",27.35,71.1,31.29,16.9,32,66.4,1.4,0.3,70.6,11.6,31.214,1
"LA","Grant Parish",13.39,83.98,16.4,13.8,16,80.6,4.7,0.5,78.8,10.2,39.654,1
"LA","Iberia Parish",32.96,64.41,36.32,13.3,32.2,62.6,3.9,3.1,76.6,13.6,44.262,1
"LA","Iberville Parish",51.89,45.63,56.12,13.6,49,49.4,2.6,0.5,76.6,12.8,45.368,0
"LA","Jackson Parish",28.66,69.25,30.61,18.3,29.1,69,1.5,0.2,82.7,13.8,37.388,1
"LA","Jefferson Parish",40.54,55.29,39.83,15.1,27.2,66.3,13.8,4.2,83.8,23.6,48.261,1
"LA","Jefferson Davis Parish",21.57,75.47,25.36,15.2,17.1,79.9,2.3,0.3,78.2,13,41.622,1
"LA","Lafayette Parish",30.99,64.58,32.2,11.3,26.1,70.2,4.5,1.7,85.5,28.3,51.462,1
"LA","Lafourche Parish",20.23,76.74,24.64,13.7,13.7,80.6,4.6,0.9,73.8,14.8,50.572,1
"LA","La Salle Parish",9.21,88.84,11.63,15.9,12.5,85,2.5,0.2,80.1,12.9,42.528,1
"LA","Lincoln Parish",38.05,57.66,41.88,12.3,41.6,55,2.7,1.7,85.1,34.4,35.769,1
"LA","Livingston Parish",12.05,84.57,13.78,11.6,6.3,91.4,3.5,0.6,84.5,17.5,56.811,1
"LA","Madison Parish",57.99,40.72,60.81,12.9,62.1,36.3,1.7,0.3,74.5,11.2,25.498,0
"LA","Morehouse Parish",43.49,54.86,46.67,16.9,47.9,50.3,1.2,0.5,76.9,12.9,28.585,1
"LA","Natchitoches Parish",42.99,53.95,46.02,15.3,41.4,54.8,2.2,0.6,81.5,21.6,33.953,1
"LA","Orleans Parish",80.81,14.65,80.26,12.1,59.8,35.3,5.5,3,84.5,33.7,37.146,0
"LA","Ouachita Parish",35.92,61.35,38.91,13.3,37.3,60,2.2,1,84.7,22.9,38.955,1
"LA","Plaquemines Parish",31.66,65.27,35.14,12.2,20.4,71.2,6.4,3.8,80.7,15.3,55.138,1
"LA","Pointe Coupee Parish",40.51,57.72,44.75,18.2,35.6,62.5,2.5,0.4,81,14.3,45.363,1
"LA","Rapides Parish",32.23,64.77,34.55,14.9,32,63.9,2.8,1.5,82.4,18.3,40.93,1
"LA","Red River Parish",43.83,54.07,46.87,16.6,39.5,58.9,1.6,0.2,76.3,11.9,39.346,1
"LA","Richland Parish",32.9,65.51,35.4,15.1,35.6,62.7,2.1,0.3,76.2,13.2,36.835,1
"LA","Sabine Parish",17.4,80.5,21.83,18.5,16.9,70.3,3.8,0.3,79.9,13,35.159,1
"LA","St. Bernard Parish",31.36,64.73,36.23,9.8,22.3,72.1,9.6,2.4,81.2,12,41.353,1
"LA","St. Charles Parish",32.68,63.46,35.11,11.6,26.6,70.5,5.9,1,85.9,19.7,58.758,1
"LA","St. Helena Parish",56.22,41.87,59.68,17.6,53,45.3,1.6,0.1,80.6,10.3,33.143,0
"LA","St. James Parish",53.11,45.15,56.94,15.1,49.1,49.6,1.7,0.3,83.4,13,55.443,0
"LA","St. John the Baptist Parish",61.03,36.49,62.39,12.6,55.4,42,5.4,0.8,80.4,14.5,50.635,0
"LA","St. Landry Parish",43.05,54.96,47.23,14.8,41.3,56.6,1.9,0.5,76.4,13.2,35.503,1
"LA","St. Martin Parish",32.1,65.52,37.04,13.3,30.5,66.7,2.5,0.9,77.1,13.3,42.186,1
"LA","St. Mary Parish",35.2,62.76,39.97,14.5,32.6,61.7,6.4,1.8,73.2,10.8,41.571,1
"LA","St. Tammany Parish",22.28,73.09,22.79,14.9,12,84.3,5.4,1.4,88.4,30.1,60.799,1
"LA","Tangipahoa Parish",32.2,64.78,35.38,12.8,30.2,67.2,3.9,0.8,80.1,19.4,40.654,1
"LA","Tensas Parish",52.26,46.4,55.62,19.6,54.8,43.7,1.9,0.2,74.3,10.3,27.543,0
"LA","Terrebonne Parish",24.3,72.68,28.51,12.6,19,71.7,4.9,1.1,75.1,13.4,49.96,1
"LA","Union Parish",24.7,73.18,28.56,18.4,26.2,72.3,4.4,0.2,82,13.1,35.828,1
"LA","Vermilion Parish",18.79,78.43,22.89,13.9,14.7,81.1,3.2,2.4,75.4,12.6,44.665,1
"LA","Vernon Parish",16.02,80.99,20.33,10.5,14.8,77.5,9.6,2,86.4,18.8,46.572,1
"LA","Washington Parish",30.56,67.4,35.09,16.3,30.4,67.6,2.1,0.3,77.1,11.2,31.778,1
"LA","Webster Parish",34.5,63.61,36.94,18.1,34,63.7,1.8,0.5,78,13.6,35.071,1
"LA","West Baton Rouge Parish",42.34,54.49,44.57,12,38.5,59.6,2.7,0.5,83.2,18,50.926,1
"LA","West Carroll Parish",15.02,83.42,18.76,17.6,16.3,81.6,3.1,0.3,71.4,9.5,33.848,1
"LA","West Feliciana Parish",38.75,58.47,42.25,12.6,45.9,52.9,1.6,0.3,72.8,18.8,61.616,1
"LA","Winn Parish",25.8,72.31,29.38,16.2,30.9,66.7,1.9,0.4,74.4,11.3,34.322,1
"MA","Barnstable County",53.99,40.58,53.19,27.8,2.5,93.5,2.7,1.4,94.5,39.1,60.526,0
"MA","Berkshire County",67.5,26.04,75.84,20.9,3.1,92.9,4.1,1.4,90.6,30.3,48.45,0
"MA","Bristol County",51.86,42.58,59.47,15.7,4.7,90.4,6.9,2.2,81.9,25.3,55.298,0
"MA","Dukes County",72.92,21.64,72.89,19.8,3.7,90.8,3.1,0.9,93.4,40.7,66.288,0
"MA","Essex County",58.5,36,57.46,15.6,6.3,86.6,18.6,3.8,89,36.6,67.311,0
"MA","Franklin County",64.15,27.19,71.87,18.2,1.4,94.6,3.8,1.5,92,34,53.663,0
"MA","Hampden County",55.1,39.07,61.96,15.3,10.7,83.6,23.2,2.4,83.7,24.5,49.094,0
"MA","Hampshire County",66.29,26.83,70.33,14.7,3,88.9,5.3,5.3,93.3,42.3,61.227,0
"MA","Middlesex County",66.32,28.17,62.55,14,5.5,80.9,7.5,11.1,92.1,50.7,82.09,0
"MA","Nantucket County",64.71,29.54,62.78,13.4,8.1,88.4,12.8,1.4,94,44,85.478,0
"MA","Norfolk County",61.25,33.31,57.37,15.7,6.9,80.9,4,10.2,93.7,49.2,84.916,0
"MA","Plymouth County",50.66,43.43,51.29,16.2,10,86.3,3.6,1.5,92.1,33.5,75.092,0
"MA","Suffolk County",79.47,16.49,77.55,11,24.7,62.4,21.8,8.9,83.9,40.4,53.54,0
"MA","Worcester County",51.74,41.25,53.74,14.1,5.3,87.5,10.5,4.7,89.4,33.8,65.223,0
"MD","Allegany County",23.97,72.02,32.36,19.2,8.2,88.8,1.6,1,87.3,16.8,39.293,1
"MD","Anne Arundel County",47.78,47.13,48.48,13.4,16.6,76.1,7.2,3.9,90.7,37.1,87.43,0
"MD","Baltimore County",56.55,39.11,57.16,15.8,27.8,63.5,5,5.9,89.9,35.7,66.486,0
"MD","Baltimore city",85.44,10.87,87.45,12.3,63.1,31.6,4.7,2.7,80.2,26.8,41.385,0
"MD","Calvert County",38.37,56.81,44.97,13,13.2,81.8,3.5,1.7,92.9,30,95.477,1
"MD","Caroline County",28.21,67.75,36.89,15.4,14.3,81.5,6.4,1,82.7,15,58.632,1
"MD","Carroll County",28.65,65.5,31.72,15.3,3.6,92.8,3,1.7,91.5,32.7,84.79,1
"MD","Cecil County",29.9,65.18,38.69,13.8,6.8,89.3,4.1,1.3,87.5,22.2,66.689,1
"MD","Charles County",63.55,33.34,65.02,11,43.8,48.2,5.3,3.3,91.2,26.7,93.16,0
"MD","Dorchester County",40.58,56.56,46.11,19.7,28.3,68,4.6,1.1,83.2,18,46.361,1
"MD","Frederick County",45.14,49.12,46.91,12.9,9.4,82.8,8.4,4.5,91.8,38.2,84.57,1
"MD","Garrett County",17.45,78.95,23.05,20,1.1,97.5,1,0.5,86.8,18.3,45.206,1
"MD","Harford County",35.26,59.78,39.18,14.6,13.4,80.7,4.2,3,92.4,32.7,80.622,1
"MD","Howard County",64.08,30.6,59.52,12.2,18.6,60.4,6.4,16.9,94.9,60,109.865,0
"MD","Kent County",45.58,50.16,48.7,24.4,15.1,81.8,4.3,1,86.7,29.6,56.259,1
"MD","Montgomery County",75.87,20.32,70.88,13.7,18.8,62,18.7,15.2,91.2,57.1,98.221,0
"MD","Prince George's County",89.33,8.34,90.08,11.2,64.7,26.9,16.9,4.6,85.5,29.8,73.623,0
"MD","Queen Anne's County",29.7,65.81,34.11,17.3,6.9,89.8,3.4,1.1,91.7,33.2,87.256,1
"MD","Somerset County",39.74,57.66,48.3,15.3,42.8,53.6,3.7,1,79.6,14.2,38.447,1
"MD","St. Mary's County",34.95,59.53,40.8,12,14.5,79.1,4.7,2.8,90.3,29.5,85.672,1
"MD","Talbot County",41.99,53.91,42.76,26.6,13.2,83.3,6.3,1.5,89,33.3,61.597,1
"MD","Washington County",31.6,63.96,39.69,15.8,10.9,84.4,4.3,1.7,85.8,19.5,55.609,1
"MD","Wicomico County",42.16,53.8,45.69,14.4,25.2,68.7,5.2,3,85.5,26.3,51.092,1
"MD","Worcester County",34.35,62.22,40.12,25.3,13.7,82.7,3.5,1.4,89.3,27.6,57.952,1
"ME","Androscoggin County",41.52,50.94,55.03,16,3.8,92.8,1.7,0.8,87.9,18.8,44.921,1
"ME","Aroostook County",38.26,55.54,52.69,21.3,0.8,95.4,1.1,0.5,85.1,16.7,37.855,1
"ME","Cumberland County",60.11,33.69,60.5,16.4,2.9,92.7,1.9,2.2,93.7,41,57.461,0
"ME","Franklin County",42.74,48.22,57.67,19.2,0.5,97,1.2,0.7,91.5,23.7,41.626,1
"ME","Hancock County",50.36,42.78,57.04,21.5,0.7,96.3,1.3,1.1,92.5,33,47.46,0
"ME","Kennebec County",44.39,48.11,55.39,17.7,0.7,96.2,1.5,0.9,91.4,24.6,46.808,1
"ME","Knox County",54.04,39.74,60.12,22.4,0.7,97,1.2,0.6,92.8,30.4,49.755,0
"ME","Lincoln County",47.78,45.39,54.66,25.3,0.5,97.1,1,0.8,93,33.1,50.181,0
"ME","Oxford County",39.15,52.15,55.86,19.3,0.4,96.8,1.2,0.7,89.7,18.9,40.674,1
"ME","Penobscot County",40.92,51.85,50.3,16.5,0.9,95.1,1.3,1.1,90.7,23.8,43.734,1
"ME","Piscataquis County",33.88,59.09,46.36,23.6,0.6,96.7,1.4,0.8,87.8,16.4,36.646,1
"ME","Sagadahoc County",49.45,43.08,57.01,19.5,0.8,96.2,1.5,0.9,93.4,32.3,56.733,0
"ME","Somerset County",35.01,57.76,49.43,18.9,0.5,96.8,1,0.7,87.3,15.4,38.642,1
"ME","Waldo County",46.14,45.86,53.83,19.7,0.5,96.9,1.1,0.6,91.2,28.2,42.221,0
"ME","Washington County",38.4,54.57,49.49,22,0.7,91.7,1.8,0.6,87.2,20,37.236,1
"ME","York County",48.99,44.21,57.13,18,0.7,96.1,1.7,1.3,91.9,28.8,57.348,0
"MI","Alcona County",28.03,67.99,40.45,34.8,0.3,97.7,1.5,0.3,86.9,13,37.189,1
"MI","Alger County",36.85,57.28,48.06,23.7,6.9,85.5,1.3,0.5,89.4,17.1,37.586,1
"MI","Allegan County",32.51,61.31,39.83,15.1,1.4,95.2,7.1,0.8,90,20.2,52.061,1
"MI","Alpena County",33.2,61.89,46.73,21.5,0.4,97.2,1.3,0.6,88,16,38.016,1
"MI","Antrim County",32.77,62.4,38.74,25.2,0.3,96.9,2,0.2,90.7,23.8,45.362,1
"MI","Arenac County",30.01,63.08,46.88,22.5,0.4,96.6,1.9,0.3,84.3,11.4,38.874,1
"MI","Baraga County",33.16,61.9,45.1,19.1,7.8,73.6,1.4,0.4,82,12,41.189,1
"MI","Barry County",30.1,63.43,40.36,16.9,0.5,97.1,2.6,0.5,91.1,17.7,52.186,1
"MI","Bay County",40.88,53.52,52.46,18.3,1.7,94.9,5,0.7,89,18.2,45.376,1
"MI","Benzie County",40.19,54.19,47.56,23.9,0.6,96,2.3,0.3,90.3,24.9,47.366,1
"MI","Berrien County",41.03,53.76,46.27,17.8,15.4,79.7,5.1,1.9,87.4,24.2,43.633,1
"MI","Branch County",28.74,66.86,40.09,16.6,2.2,95.2,4.3,0.6,86.4,13.4,41.856,1
"MI","Calhoun County",41.09,53.57,50.27,16.4,11.1,83,4.8,2,88.8,19.5,42.11,1
"MI","Cass County",31.24,61.19,42.68,19.4,5.4,89.6,3.5,0.8,87.2,16.2,44.346,1
"MI","Charlevoix County",35.26,59.55,42.21,21.5,0.5,95.6,1.8,0.5,91.6,27,45.949,1
"MI","Cheboygan County",31.52,63.6,43.87,24.7,0.6,93.2,1.4,0.4,87.8,16.3,38.41,1
"MI","Chippewa County",34.85,59.09,45.62,16.1,6.9,71.6,1.8,0.9,89.8,18.5,41.637,1
"MI","Clare County",31.75,63.56,46.97,21.8,0.7,96.6,1.9,0.3,83.9,11.1,32.668,1
"MI","Clinton County",40.65,53.34,46.48,15.3,1.9,94.2,4.4,1.5,92.9,28.2,60.466,1
"MI","Crawford County",30.88,63.72,43.94,24,0.8,96.7,1.8,0.5,85.4,15.2,40.295,1
"MI","Delta County",34.82,60.17,46.17,21.4,0.3,94.6,1.1,0.4,91.4,18.2,42.676,1
"MI","Dickinson County",29.86,65.3,38.73,20.4,0.5,96.9,1.4,0.5,93.8,20,44.136,1
"MI","Eaton County",44.06,49.58,51.02,16.4,7,88.1,5.3,2,93.4,24.6,54.115,1
"MI","Emmet County",37.14,56.55,40.88,19.7,0.7,92.7,1.6,0.5,93.8,31.8,50.929,1
"MI","Genesee County",52.38,42.92,63.63,15.7,20.6,75.2,3.2,1.1,88.7,18.9,42.089,0
"MI","Gladwin County",30.42,65.14,45.89,25.1,0.5,97.7,1.3,0.3,83.9,11.8,37.626,1
"MI","Gogebic County",40,54.96,53.56,22.9,4.5,90.7,1.2,0.5,91.7,18.3,34.252,1
"MI","Grand Traverse County",40.74,53.27,43.58,17.1,1.3,94.9,2.7,0.7,93.3,30.4,51.766,1
"MI","Gratiot County",34.45,60.08,47.5,16.4,5.6,91.9,5.7,0.5,87.7,14,40.359,1
"MI","Hillsdale County",24.14,70.9,37.24,17.7,0.7,97.1,2.1,0.4,87,15.3,41.759,1
"MI","Houghton County",38.52,54.25,44.11,16.1,0.9,93.7,1.4,3.2,91,28.9,35.43,1
"MI","Huron County",28.89,67.07,42.11,23.4,0.5,97.8,2.1,0.5,86.9,13.7,40.204,1
"MI","Ingham County",60.88,33.23,63.41,11.9,12.2,77.1,7.6,6.1,91.1,36.5,45.321,0
"MI","Ionia County",31.13,62.11,42.81,13,4.9,92.5,4.7,0.5,87.9,14,47.892,1
"MI","Iosco County",32.54,62.51,46.83,27.9,0.6,96,2.1,0.7,87.4,14,36.236,1
"MI","Iron County",33.91,62.18,44.88,28.2,0.3,96.6,1.7,0.3,89.2,18.4,34.685,1
"MI","Isabella County",45,48.68,54.06,11,2.7,88.9,3.7,1.9,90.1,25.3,36.372,1
"MI","Jackson County",37.08,57.2,46.59,16,8.3,87.8,3.4,0.9,89.1,18.8,46.615,1
"MI","Kalamazoo County",53.3,40.51,56.19,13.5,11.4,82.1,4.7,2.6,92.6,34,45.775,0
"MI","Kalkaska County",25.55,69.65,39.46,19,0.6,96.4,1.9,0.4,85.9,12.1,40.14,1
"MI","Kent County",45.24,48.31,45.55,12.2,10.4,83.3,10.1,2.8,89.4,31.7,51.667,1
"MI","Keweenaw County",36.88,56.96,41.93,30.9,0.2,98.5,1,0,92.8,23.9,39.038,1
"MI","Lake County",36.39,59.29,52.05,26.2,9.1,87.2,2.5,0.2,80.3,8.4,29.379,1
"MI","Lapeer County",28.22,66.56,43.66,15.9,1.2,96.4,4.5,0.5,90.2,17,52.939,1
"MI","Leelanau County",45.9,49.05,46.43,27.7,0.5,93.6,4.1,0.6,94.2,39.2,55.018,1
"MI","Lenawee County",36.5,57.58,48.8,16.8,2.8,94.1,7.7,0.5,89.1,19.3,47.766,1
"MI","Livingston County",32.56,62.2,37.96,14.7,0.6,96.7,2.2,0.9,94.4,32.9,72.359,1
"MI","Luce County",26.44,68.17,38.39,20.1,11.5,79.9,1.4,0.2,85.8,12.7,39.469,1
"MI","Mackinac County",34.25,61.43,43.5,25.5,1.6,75.4,1.6,0.4,88.3,18.5,38.704,1
"MI","Macomb County",42.08,53.63,51.56,15.6,11,82.9,2.5,3.6,88.2,22.5,53.451,1
"MI","Manistee County",39.52,54.89,52.22,23.4,3.3,92,3,0.4,88.8,19.1,41.551,1
"MI","Marquette County",48.76,44.52,56.39,16.6,1.7,93.7,1.5,0.6,93.5,29.1,45.622,0
"MI","Mason County",36.03,58.02,47,21.2,0.9,95.7,4.6,0.6,89.5,19.8,41.136,1
"MI","Mecosta County",33.98,60.09,44.52,16.9,3,93.2,2.1,0.9,89.8,21.6,39.47,1
"MI","Menominee County",32.88,62.28,48.01,21.6,0.6,94.7,1.7,0.4,90.2,14.4,41.739,1
"MI","Midland County",36.94,56.34,41.81,16.4,1.4,94.2,2.5,2.4,92.2,32.3,53.076,1
"MI","Missaukee County",21.44,73.77,32.37,19.1,0.5,96.6,2.6,0.5,86,13,41.061,1
"MI","Monroe County",36.25,58.37,49.96,15.7,2.4,94.8,3.4,0.7,89.3,18,53.972,1
"MI","Montcalm County",29.65,63.67,45.03,16,2.4,95,3.4,0.5,87.4,13.4,40.451,1
"MI","Montmorency County",25.68,69.85,40.57,29.4,0.4,97.4,1.3,0.2,84.9,9.9,35.261,1
"MI","Muskegon County",47.51,46.63,58.43,15.1,14.4,81.1,5.3,0.7,88,17.2,40.979,0
"MI","Newaygo County",27.48,67.13,40.72,17.9,1.3,95.9,5.9,0.4,85.9,12.9,42.571,1
"MI","Oakland County",51.71,43.59,53.68,15.1,14.5,76.5,3.8,6.5,92.7,43.1,65.594,0
"MI","Oceana County",33.38,60.72,44.26,19.1,0.8,95.6,14.4,0.3,84.1,15,40.023,1
"MI","Ogemaw County",29.17,65.73,46.24,24.3,0.4,96.8,2,0.4,85.1,11.3,34.619,1
"MI","Ontonagon County",34.36,60.5,44.84,32.1,0.3,96.5,1.1,0.3,88.6,15.3,34.62,1
"MI","Osceola County",25.53,69.23,38.78,19.1,0.8,96.5,1.6,0.3,86.9,12.6,37.788,1
"MI","Oscoda County",25.7,69.99,41.07,26.1,0.3,97.2,1.4,0.1,82.6,10.4,33.239,1
"MI","Otsego County",28.38,65.97,39.57,19.6,0.6,96.2,1.5,0.6,91,19.8,47.584,1
"MI","Ottawa County",31.83,62.21,32.46,13.2,1.8,92.8,9.4,2.9,90.9,30,56.453,1
"MI","Presque Isle County",33.26,62.18,45.1,28.7,0.6,97,1.2,0.4,86.8,16.3,39.652,1
"MI","Roscommon County",32.89,62.45,47.56,30,0.6,96.7,1.5,0.6,85.1,12.9,33.334,1
"MI","Saginaw County",47.13,48.27,55.54,17.3,19.4,76.6,8.1,1.3,87,19.1,42.331,1
"MI","Sanilac County",25.32,69.87,39.28,19.5,0.5,97.4,3.7,0.4,86.8,11.4,40.478,1
"MI","Schoolcraft County",32.98,61.58,46.09,24.1,0.3,86.8,0.9,0.2,89.9,12.4,35.26,1
"MI","Shiawassee County",36.86,56.49,51.2,16.4,0.7,96.8,2.9,0.5,90.6,14.2,46.217,1
"MI","St. Clair County",31.48,62.91,45.9,16.7,2.6,94.3,3.2,0.6,89,16.3,48.066,1
"MI","St. Joseph County",31.68,62.64,43.35,16.5,2.8,93.7,7.2,0.8,84.4,14.5,44.051,1
"MI","Tuscola County",28.65,66.6,43.97,18.3,1.2,96.6,3.3,0.4,86.8,12.7,43.039,1
"MI","Van Buren County",39.92,53.86,49.66,16,4.2,91.6,11.1,0.5,85.3,17.9,45.129,1
"MI","Washtenaw County",68.39,26.89,67.47,12,12.8,74.6,4.4,8.7,94,51.3,59.055,0
"MI","Wayne County",66.78,29.52,73.12,13.8,39.3,54.8,5.7,3,84.1,21.3,41.184,0
"MI","Wexford County",29.03,65.45,41.25,17.6,0.6,96.2,1.8,0.6,88,16.8,40.965,1
"MN","Aitkin County",34.12,60.05,48.44,30.1,0.4,94.9,1.2,0.3,90,14.7,41.617,1
"MN","Anoka County",41.01,50.71,47.71,11.9,5.4,86.8,4,4.3,93.3,26.9,70.38,1
"MN","Becker County",30.47,63.66,41.82,19.3,0.6,87.7,1.8,0.5,90.4,21.3,50.214,1
"MN","Beltrami County",40.76,50.59,53.84,14.4,0.8,74.3,2,0.7,90.1,26.9,43.231,1
"MN","Benton County",28.33,64.65,41.87,13.5,2.5,94.2,2,1.1,91.2,20.3,52.2,1
"MN","Big Stone County",33.75,58.89,48.33,25.7,0.4,98,1.1,0.2,90.6,17.6,46.313,1
"MN","Blue Earth County",43.38,47.11,53.36,13,3.5,92.2,3.2,2.3,93.8,30.5,49.935,1
"MN","Brown County",27.54,63.73,40.56,20,0.4,98,3.7,0.7,90.5,20.9,48.256,1
"MN","Carlton County",46.85,45.19,62.05,16.3,1.6,89.5,1.7,0.5,92.2,21.3,53.016,0
"MN","Carver County",39.03,52.73,39.33,10,1.6,93.5,4.1,3,95.5,44.5,83.773,1
"MN","Cass County",31.16,62.84,42.65,23.8,0.4,85,1.7,0.4,90.8,19.6,45.045,1
"MN","Chippewa County",32,60.89,49.92,20.2,0.7,95.2,5.7,0.6,87.7,17.3,49.434,1
"MN","Chisago County",30.92,61.45,42.7,13.9,1.3,95.6,1.9,1,93.4,21,67.157,1
"MN","Clay County",44.57,46.55,52.87,12.7,1.7,93,4.3,1.4,93.7,30.3,52.41,1
"MN","Clearwater County",26.04,69.23,41.91,19.5,0.4,86.2,1.6,0.4,85.4,13.3,43.269,1
"MN","Cook County",56.9,34.4,60.32,24.3,0.6,86.9,1.9,0.7,94.8,37.4,52.215,0
"MN","Cottonwood County",29.45,64.58,41.6,22.5,1,93.6,7.4,3.3,88.4,17.2,45.294,1
"MN","Crow Wing County",30.88,62.66,42.41,20.7,0.6,96.4,1.4,0.5,92,22.5,47.058,1
"MN","Dakota County",48.22,43.57,50.54,12.1,5.7,86.2,6.6,4.9,94.7,38.7,73.732,0
"MN","Dodge County",29.36,61.79,43.68,13.2,0.7,97.3,4.9,0.5,92.2,23.6,69.301,1
"MN","Douglas County",28.8,64.59,41.43,21.6,0.5,97.7,1.4,0.4,92.6,23.6,50.905,1
"MN","Faribault County",29.27,63.34,44.31,22.5,0.5,97.5,6.2,0.4,89.8,16.9,44.264,1
"MN","Fillmore County",35.28,57.13,52.63,20.4,0.4,98.2,1.2,0.5,89.3,18.4,50.657,1
"MN","Freeborn County",37.92,55.3,56.03,21.5,1.1,95.8,9.5,1.3,88,14.8,44.683,1
"MN","Goodhue County",36.99,54.98,47.52,18.5,1.2,95.1,3.1,0.7,91.6,22.9,56.836,1
"MN","Grant County",31.97,59.75,47.45,23.3,0.5,97.4,1.9,0.4,90.3,18.3,50.03,1
"MN","Hennepin County",63.82,28.51,62.54,12.5,12.6,75.9,6.8,7.2,92.3,45.8,64.403,0
"MN","Houston County",39.42,53.41,50.67,19.4,0.6,97.3,0.8,0.5,91.9,22.7,52.545,1
"MN","Hubbard County",30.04,63.63,40.72,23.6,0.4,94.8,1.8,0.4,92.2,23.6,45.961,1
"MN","Isanti County",27.09,65.32,39.86,14.6,0.8,96,1.8,0.9,91.6,16.5,57.353,1
"MN","Itasca County",38.12,54.63,53.93,21,0.4,93,1.3,0.4,92.8,21.4,46.912,1
"MN","Jackson County",27.36,66.18,41.88,19.9,0.6,96.1,3.3,1.8,91.5,17.7,51.681,1
"MN","Kanabec County",28.64,64.37,44.23,18.6,0.6,96.6,1.7,0.4,86.5,13.1,47.068,1
"MN","Kandiyohi County",33.56,59.06,45.82,17.4,3.5,94.4,11.4,0.6,88.6,20.7,50.149,1
"MN","Kittson County",34.83,57.09,51.6,22.5,0.4,98,2,0.4,88.8,20.7,48.875,1
"MN","Koochiching County",36.53,56.53,53.65,21.8,0.7,94.6,1.3,0.4,89.3,17.2,41.108,1
"MN","Lac qui Parle County",33.92,59.82,49.67,24.9,0.3,97.5,2,0.8,91.3,17.6,48.468,1
"MN","Lake County",47.54,45.3,59.48,24.6,0.5,97.2,1.5,0.4,93.9,21.5,46.939,0
"MN","Lake of the Woods County",24.8,69.06,38.69,22,0.3,95.4,1.5,1.2,89.7,13.8,44.069,1
"MN","Le Sueur County",31.1,61.76,45.85,16,0.6,97.1,5.7,0.7,90.2,22.3,58.922,1
"MN","Lincoln County",28.65,64.29,45.87,24.9,0.2,98.3,1.9,0.4,91.3,18.9,47.861,1
"MN","Lyon County",31.54,59.82,44.31,14.4,2.5,92,6.4,3.3,91.7,26.9,49.594,1
"MN","Mahnomen County",44.84,47.78,58.56,16.8,0.5,48.6,3.2,0.1,85,13.3,40.282,1
"MN","Marshall County",25.55,66.92,42.77,20,0.4,97.5,4.1,0.3,87.9,17.5,52.198,1
"MN","Martin County",26.11,67.46,37.1,21.7,0.6,97.3,3.8,0.7,88.4,18.5,48.53,1
"MN","McLeod County",26.64,65.06,37.77,17.4,0.7,97.2,5.4,0.7,90.8,17.7,55.17,1
"MN","Meeker County",26.17,66.43,40.84,18,0.6,97.8,3.4,0.4,90.6,17.7,53.904,1
"MN","Mille Lacs County",28.65,64.41,44.68,18,0.5,91.1,1.8,0.5,88.7,15,47.862,1
"MN","Morrison County",20.74,73.71,36.93,17.5,0.5,97.4,1.5,0.5,88.6,16,47.649,1
"MN","Mower County",42.33,50.18,60.25,17.6,3.4,92.1,11.2,2.3,87.2,16.6,46.004,1
"MN","Murray County",27.9,64.07,45.44,23.9,0.4,96.7,3.6,1.1,90.1,16.5,52.16,1
"MN","Nicollet County",44.02,47.09,52.79,13.9,2.4,94.3,4.2,1.5,93.4,32.1,60.115,1
"MN","Nobles County",31.81,61.67,44.66,15.7,4.4,86.2,26.3,6.4,78.7,14.5,48.208,1
"MN","Norman County",39.11,52.57,54.08,21.8,0.5,94.1,4.9,0.5,88.6,14.3,45.389,1
"MN","Olmsted County",45.75,44.99,50.47,14,5.7,85.7,4.5,6.2,94.3,40.1,66.252,0
"MN","Otter Tail County",28.93,64.86,38.54,22.5,1.1,96.2,3.1,0.6,90,22.4,48.961,1
"MN","Pennington County",32.17,59.96,46.57,16.4,1.3,94,3.4,0.9,89.8,16.1,45.633,1
"MN","Pine County",33.36,59.66,48.55,18.4,2.4,92,2.9,0.6,88.5,13.5,43.928,1
"MN","Pipestone County",23.58,69.85,37.27,20.3,1.2,94.5,5,0.9,85.3,16.8,46.019,1
"MN","Polk County",32.06,61.09,46.25,17.1,1.4,93.7,5.9,1.1,89.1,21.9,50.695,1
"MN","Pope County",33.46,60.26,47.9,22.7,0.5,97.5,1.2,0.5,92.1,20.5,52.35,1
"MN","Ramsey County",65.73,26.3,66.58,12.9,11.7,70.1,7.3,13.8,89.9,39.4,54.247,0
"MN","Red Lake County",28.86,60.98,47.27,18.5,0.7,95.2,3,0.1,87.6,16,47.569,1
"MN","Redwood County",24.94,67.9,38.76,20.5,0.8,89.4,2.9,3,88.6,16.4,47.447,1
"MN","Renville County",27.99,64.66,44.17,20.4,0.5,96.2,7.8,0.6,89.2,14.6,50.802,1
"MN","Rice County",44.81,47.89,53.03,14.1,4.1,91.3,7.8,2.2,90.5,27.7,59.915,1
